Name,Slug,Collection ID,Item ID,Archived,Draft,Created On,Updated On,Published On,Japanese,Image,area,Number of Customer,show,no
Ghana,ghana,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b0d,false,false,Sun Jan 29 2023 01:12:22 GMT+0000 (Coordinated Universal Time),Sun Jan 29 2023 01:12:22 GMT+0000 (Coordinated Universal Time),Sun Sep 17 2023 17:07:36 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/605a0d7759eef00cf6446742/63d5c7f65236774fe624dd38_61098adf9b7c9062073a93b1_Ghana.png,,,false,71
Greece,greece,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b0f,false,false,Sun Jan 29 2023 01:12:22 GMT+0000 (Coordinated Universal Time),Fri Jun 27 2025 08:54:33 GMT+0000 (Coordinated Universal Time),Tue Jul 29 2025 11:15:02 GMT+0000 (Coordinated Universal Time),ギリシャ,https://cdn.prod.website-files.com/605a0d7759eef00cf6446742/63d5c7f63933d17bd7703615_61098ad21e682eae47c924ad_Greece.png,Europe,3,true,73
Guinea,guinea,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b0e,false,false,Sun Jan 29 2023 01:12:22 GMT+0000 (Coordinated Universal Time),Sun Jan 29 2023 01:12:22 GMT+0000 (Coordinated Universal Time),Sun Sep 17 2023 17:07:36 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/605a0d7759eef00cf6446742/63d5c7f6d8cef96b66d458b5_61098f3abf0f2e4336727fb5_Guinea.png,,,false,77
Guinea-Bissau,guinea-bissau,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b10,false,false,Sun Jan 29 2023 01:12:23 GMT+0000 (Coordinated Universal Time),Sun Jan 29 2023 01:12:23 GMT+0000 (Coordinated Universal Time),Sun Sep 17 2023 17:07:36 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/605a0d7759eef00cf6446742/63d5c7f6aac0be659c34fb05_61098abb4079e7bb0640d396_Guinea-Bissau.png,,,false,78
Haiti,haiti,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b12,false,false,Sun Jan 29 2023 01:12:23 GMT+0000 (Coordinated Universal Time),Sun Jan 29 2023 01:12:23 GMT+0000 (Coordinated Universal Time),Sun Sep 17 2023 17:07:36 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/605a0d7759eef00cf6446742/63d5c7f6d8cef97458d458b8_61098f420a539f081bab65d4_Haiti.png,,,false,80
Honduras,honduras,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b11,false,false,Sun Jan 29 2023 01:12:23 GMT+0000 (Coordinated Universal Time),Sun Jan 29 2023 01:12:23 GMT+0000 (Coordinated Universal Time),Sun Sep 17 2023 17:07:36 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/605a0d7759eef00cf6446742/63d5c7f6b0a17e65e4eb41f6_61098f35895352ec1f5593a3_Honduras.png,,,false,81
Hong Kong,hong-kong,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b13,false,false,Sun Jan 29 2023 01:12:23 GMT+0000 (Coordinated Universal Time),Sat Nov 22 2025 23:09:52 GMT+0000 (Coordinated Universal Time),Thu Dec 04 2025 08:00:52 GMT+0000 (Coordinated Universal Time),香港,https://cdn.prod.website-files.com/605a0d7759eef00cf6446742/63d5c7f7b0a17e5a81eb41f9_61098acdd9be6a4fa757605a_HongKong.png,East Asia,13,true,82
Hungary,hungary,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b15,false,false,Sun Jan 29 2023 01:12:23 GMT+0000 (Coordinated Universal Time),Sat Dec 14 2024 11:42:02 GMT+0000 (Coordinated Universal Time),Sat Dec 14 2024 11:42:02 GMT+0000 (Coordinated Universal Time),ハンガリー,https://cdn.prod.website-files.com/605a0d7759eef00cf6446742/63d5c7f76f089eeb41a90765_61098ae04241af69929a11e5_Hungary.png,Europe,2,true,83
Iceland,iceland,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b14,false,false,Sun Jan 29 2023 01:12:23 GMT+0000 (Coordinated Universal Time),Sun Jan 29 2023 01:12:23 GMT+0000 (Coordinated Universal Time),Sun Sep 17 2023 17:07:36 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/605a0d7759eef00cf6446742/63d5c7f7874a87778fc95031_61098ad7322fb569e05c3712_Iceland.png,,,false,84
India,india,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b16,false,false,Sun Jan 29 2023 01:12:23 GMT+0000 (Coordinated Universal Time),Thu Oct 02 2025 17:42:48 GMT+0000 (Coordinated Universal Time),Thu Oct 30 2025 05:02:02 GMT+0000 (Coordinated Universal Time),インド,https://cdn.prod.website-files.com/605a0d7759eef00cf6446742/63d5c7f7d8cef9979cd458bb_61098ae56f758932fe7ddf55_India.png,South Asia,31,true,85
Indonesia,indonesia,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b17,false,false,Sun Jan 29 2023 01:12:23 GMT+0000 (Coordinated Universal Time),Thu Oct 02 2025 17:43:13 GMT+0000 (Coordinated Universal Time),Thu Oct 30 2025 05:02:02 GMT+0000 (Coordinated Universal Time),インドネシア,https://cdn.prod.website-files.com/605a0d7759eef00cf6446742/63d5c7f73dcdc293e9372cbc_61098f2f649bdfe6cc6d9afd_Indonesia.png,South East Asia,50,true,86
Ireland,ireland,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b18,false,false,Sun Jan 29 2023 01:12:24 GMT+0000 (Coordinated Universal Time),Thu Aug 14 2025 10:18:01 GMT+0000 (Coordinated Universal Time),Sun Sep 28 2025 09:41:02 GMT+0000 (Coordinated Universal Time),アイルランド,https://cdn.prod.website-files.com/605a0d7759eef00cf6446742/63d5c7f8b0a17ea360eb41fc_61098f4131c7967fbaa445a2_Ireland.png,Europe,1,true,88
Israel,israel,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b1f,false,false,Sun Jan 29 2023 01:12:25 GMT+0000 (Coordinated Universal Time),Sun Jan 29 2023 01:12:25 GMT+0000 (Coordinated Universal Time),Sun Sep 17 2023 17:07:36 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/605a0d7759eef00cf6446742/63d5c7f8f7e09bafd1321585_61098ae7ca5c0f57110e5fd5_Italy.png,,,false,90
Italy,italy,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b19,false,false,Sun Jan 29 2023 01:12:24 GMT+0000 (Coordinated Universal Time),Sat Oct 12 2024 04:36:35 GMT+0000 (Coordinated Universal Time),Sat Oct 12 2024 04:36:40 GMT+0000 (Coordinated Universal Time),イタリア,https://cdn.prod.website-files.com/605a0d7759eef00cf6446742/63d5c7f8f7e09bafd1321585_61098ae7ca5c0f57110e5fd5_Italy.png,Europe,2,true,91
Japan,japan,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b1a,false,false,Sun Jan 29 2023 01:12:24 GMT+0000 (Coordinated Universal Time),Sun Jan 29 2023 02:51:39 GMT+0000 (Coordinated Universal Time),Sun Sep 17 2023 17:07:36 GMT+0000 (Coordinated Universal Time),日本,https://uploads-ssl.webflow.com/605a0d7759eef00cf6446742/63d5c7f852367711b124dd3e_61098f43eabfa6307c0a0b35_Japan.png,East Asia,20,false,93
Jordan,jordan,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b1c,false,false,Sun Jan 29 2023 01:12:24 GMT+0000 (Coordinated Universal Time),Tue May 20 2025 18:25:15 GMT+0000 (Coordinated Universal Time),Tue Jun 24 2025 03:11:18 GMT+0000 (Coordinated Universal Time),ヨルダン,https://cdn.prod.website-files.com/605a0d7759eef00cf6446742/63d5c7f83933d13ee6703633_61098abfd0824b292635718a_Jordan.png,West Asia,1,true,94
Kazakhstan,kazakhstan,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b1d,false,false,Sun Jan 29 2023 01:12:24 GMT+0000 (Coordinated Universal Time),Sun Jan 29 2023 01:12:24 GMT+0000 (Coordinated Universal Time),Sun Sep 17 2023 17:07:36 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/605a0d7759eef00cf6446742/63d5c7f89eb1ee7fa86b2ff0_61098f3c513cea2c1d559d3c_Kazakhstan.png,,,false,95
Kenya,kenya,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b1e,false,false,Sun Jan 29 2023 01:12:24 GMT+0000 (Coordinated Universal Time),Thu Aug 22 2024 07:36:00 GMT+0000 (Coordinated Universal Time),Thu Aug 22 2024 07:36:04 GMT+0000 (Coordinated Universal Time),ケニア,https://uploads-ssl.webflow.com/605a0d7759eef00cf6446742/63d5c7f8874a8719c2c95034_61098f33bf0f2e634b727777_Kenya.png,Africa,1,true,96
Kuwait,kuwait,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b20,false,false,Sun Jan 29 2023 01:12:25 GMT+0000 (Coordinated Universal Time),Thu Oct 02 2025 17:40:05 GMT+0000 (Coordinated Universal Time),Thu Oct 30 2025 05:02:02 GMT+0000 (Coordinated Universal Time),クウェート,https://cdn.prod.website-files.com/605a0d7759eef00cf6446742/63d5c7f93dc29b13d1a63007_61098f3e2fdbfc5605839544_Kuwait.png,West Asia,8,true,98
Kyrgyzstan,kyrgyzstan,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b21,false,false,Sun Jan 29 2023 01:12:25 GMT+0000 (Coordinated Universal Time),Sun Jan 29 2023 01:12:25 GMT+0000 (Coordinated Universal Time),Sun Sep 17 2023 17:07:36 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/605a0d7759eef00cf6446742/63d5c7f9103cc06949355ebb_61098f30b2701492842f1395_Kyrgyzstan.png,,,false,99
Laos,lao-people-s-democratic-republic,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b22,false,false,Sun Jan 29 2023 01:12:25 GMT+0000 (Coordinated Universal Time),Sun Jan 29 2023 01:30:52 GMT+0000 (Coordinated Universal Time),Sun Sep 17 2023 17:07:36 GMT+0000 (Coordinated Universal Time),ラオス,https://uploads-ssl.webflow.com/605a0d7759eef00cf6446742/63d5c7f903886e378ac8f8ae_61098ad5d9be6aa6ba576484_Laos.png,South East Asia,1,true,100
Latvia,latvia,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b23,false,false,Sun Jan 29 2023 01:12:25 GMT+0000 (Coordinated Universal Time),Sat Nov 23 2024 17:50:49 GMT+0000 (Coordinated Universal Time),Sat Nov 23 2024 17:51:35 GMT+0000 (Coordinated Universal Time),ラトビア,https://cdn.prod.website-files.com/605a0d7759eef00cf6446742/63d5c7f93dcdc28b15372cc6_61098ac24ac76372957b62e6_Latvia.png,Europe,1,true,101
Liberia,liberia,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b24,false,false,Sun Jan 29 2023 01:12:26 GMT+0000 (Coordinated Universal Time),Sun Jan 29 2023 01:12:26 GMT+0000 (Coordinated Universal Time),Sun Sep 17 2023 17:07:36 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/605a0d7759eef00cf6446742/63d5c7fa4561185087707619_61098f3c2401c37c2b672a67_Liberia.png,,,false,104
Libya,libyan-arab-jamahiriya-1,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b25,false,false,Sun Jan 29 2023 01:12:26 GMT+0000 (Coordinated Universal Time),Sun Jan 29 2023 01:12:26 GMT+0000 (Coordinated Universal Time),Sun Sep 17 2023 17:07:36 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/605a0d7759eef00cf6446742/63d5c7fa0f2204ea7d933852_610988dc241ebdb668b28ed2_Lybia.png,,,false,105
Liechtenstein,liechtenstein,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b26,false,false,Sun Jan 29 2023 01:12:26 GMT+0000 (Coordinated Universal Time),Sun Jan 29 2023 01:12:26 GMT+0000 (Coordinated Universal Time),Sun Sep 17 2023 17:07:36 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/605a0d7759eef00cf6446742/63d5c7fa03d12aa0f324c93d_61098f40f50d4672e9faab20_Liechtenstein.png,,,false,106
Lithuania,lithuania,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b27,false,false,Sun Jan 29 2023 01:12:26 GMT+0000 (Coordinated Universal Time),Sun Jan 29 2023 01:12:26 GMT+0000 (Coordinated Universal Time),Sun Sep 17 2023 17:07:36 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/605a0d7759eef00cf6446742/63d5c7fa523677734e24dd41_61098f3dad566cbdd05335fd_Lithuania.png,,,false,107
Luxembourg,luxembourg,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b28,false,false,Sun Jan 29 2023 01:12:26 GMT+0000 (Coordinated Universal Time),Sun Jan 29 2023 01:12:26 GMT+0000 (Coordinated Universal Time),Sun Sep 17 2023 17:07:36 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/605a0d7759eef00cf6446742/63d5c7fa026df8f64d199318_61098f2bd9025f634f355b7e_Luxemburg.png,,,false,108
Macao,macao,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b29,false,false,Sun Jan 29 2023 01:12:26 GMT+0000 (Coordinated Universal Time),Sun Jan 29 2023 01:12:26 GMT+0000 (Coordinated Universal Time),Sun Sep 17 2023 17:07:36 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/605a0d7759eef00cf6446742/63d5c7faf7e09b0655321588_61098f32b382cf5eb70c32a5_Macau.png,,,false,109
Madagascar,madagascar,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b2a,false,false,Sun Jan 29 2023 01:12:27 GMT+0000 (Coordinated Universal Time),Sun Jan 29 2023 01:12:27 GMT+0000 (Coordinated Universal Time),Sun Sep 17 2023 17:07:36 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/605a0d7759eef00cf6446742/63d5c7faf7e09b786c32158b_61098f29f6035f00f598d7a8_Madagasca.png,,,false,110
Malaysia,malaysia,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b2b,false,false,Sun Jan 29 2023 01:12:27 GMT+0000 (Coordinated Universal Time),Thu Oct 02 2025 17:37:10 GMT+0000 (Coordinated Universal Time),Thu Oct 30 2025 05:02:02 GMT+0000 (Coordinated Universal Time),マレーシア,https://cdn.prod.website-files.com/605a0d7759eef00cf6446742/63d5c7fb3dc29b7647a6302f_61098f3508f5184e81832b17_Malaysia.png,South East Asia,25,true,112
Mali,mali,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b2c,false,false,Sun Jan 29 2023 01:12:27 GMT+0000 (Coordinated Universal Time),Sun Jan 29 2023 01:12:27 GMT+0000 (Coordinated Universal Time),Sun Sep 17 2023 17:07:36 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/605a0d7759eef00cf6446742/63d5c7fbac19916f4ea39b9a_61098f32649bdf513c6d9be1_Mali.png,,,false,114
Mexico,mexico,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b2d,false,false,Sun Jan 29 2023 01:12:27 GMT+0000 (Coordinated Universal Time),Fri Apr 25 2025 05:21:59 GMT+0000 (Coordinated Universal Time),Fri Apr 25 2025 05:21:59 GMT+0000 (Coordinated Universal Time),メキシコ,https://cdn.prod.website-files.com/605a0d7759eef00cf6446742/63d5c7fbd8cef94bf1d458be_61098d50a31792f465af2434_Mexico.png,Europe,4,true,119
Mongolia,mongolia,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b2e,false,false,Sun Jan 29 2023 01:12:27 GMT+0000 (Coordinated Universal Time),Sun Jan 29 2023 01:18:27 GMT+0000 (Coordinated Universal Time),Sun Sep 17 2023 17:07:36 GMT+0000 (Coordinated Universal Time),モンゴル,https://uploads-ssl.webflow.com/605a0d7759eef00cf6446742/63d5c7fb52367705f824dd48_61098d4ffb2f742708482a3a_Mongolia.png,East Asia,1,true,121
Montenegro,montenegro,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b2f,false,false,Sun Jan 29 2023 01:12:27 GMT+0000 (Coordinated Universal Time),Sun Jan 29 2023 01:12:27 GMT+0000 (Coordinated Universal Time),Sun Sep 17 2023 17:07:36 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/605a0d7759eef00cf6446742/63d5c7fb03d12a113c24c940_61098d586f7589d88e8020a8_Montenegro.png,,,false,122
Morocco,morocco,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b30,false,false,Sun Jan 29 2023 01:12:27 GMT+0000 (Coordinated Universal Time),Sun Jan 29 2023 01:12:27 GMT+0000 (Coordinated Universal Time),Sun Sep 17 2023 17:07:36 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/605a0d7759eef00cf6446742/63d5c7fbd4b439054a0c4892_61098ac940e6d46f4fd66b70_Morocco.png,,,false,123
Mozambique,mozambique,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b33,false,false,Sun Jan 29 2023 01:12:28 GMT+0000 (Coordinated Universal Time),Sun Jan 29 2023 01:12:28 GMT+0000 (Coordinated Universal Time),Sun Sep 17 2023 17:07:36 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/605a0d7759eef00cf6446742/63d5c7fc103cc08222355ec2_61098d473d365a8fc7db4ee8_Mozambique.png,,,false,124
Myanmar,myanmar,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b32,false,false,Sun Jan 29 2023 01:12:28 GMT+0000 (Coordinated Universal Time),Sat May 24 2025 18:53:27 GMT+0000 (Coordinated Universal Time),Sat May 24 2025 18:53:27 GMT+0000 (Coordinated Universal Time),ミャンマー,https://cdn.prod.website-files.com/605a0d7759eef00cf6446742/63d5dcfb6f089e1055aa78ed_myanmar.png,South East Asia,44,true,125
Namibia,namibia,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b34,false,false,Sun Jan 29 2023 01:12:28 GMT+0000 (Coordinated Universal Time),Sun Jan 29 2023 01:12:28 GMT+0000 (Coordinated Universal Time),Sun Sep 17 2023 17:07:36 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/605a0d7759eef00cf6446742/63d5c7fc6841089969ca662e_61098d4cf6035f1980988b44_Namibia.png,,,false,126
Nepal,nepal,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b35,false,false,Sun Jan 29 2023 01:12:28 GMT+0000 (Coordinated Universal Time),Sun Jan 29 2023 01:17:12 GMT+0000 (Coordinated Universal Time),Sun Sep 17 2023 17:07:36 GMT+0000 (Coordinated Universal Time),ネパール,https://uploads-ssl.webflow.com/605a0d7759eef00cf6446742/63d5c7fc9eb1ee683b6b3080_61098accbf0f2e2d076f87e0_Nepal.png,South Asia,1,true,128
Netherlands,netherlands,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b36,false,false,Sun Jan 29 2023 01:12:28 GMT+0000 (Coordinated Universal Time),Fri Jun 27 2025 01:28:52 GMT+0000 (Coordinated Universal Time),Tue Jul 29 2025 11:15:02 GMT+0000 (Coordinated Universal Time),オランダ,https://cdn.prod.website-files.com/605a0d7759eef00cf6446742/63d5c7fcac1991647ea39b9d_61098ae26f670b058f756a7f_Netherlands.png,Europe,3,true,129
New Zealand,new-zealand,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b38,false,false,Sun Jan 29 2023 01:12:28 GMT+0000 (Coordinated Universal Time),Fri Jun 02 2023 18:06:27 GMT+0000 (Coordinated Universal Time),Sun Sep 17 2023 17:07:36 GMT+0000 (Coordinated Universal Time),ニュージーランド,https://uploads-ssl.webflow.com/605a0d7759eef00cf6446742/63d5c7fcf7e09b25ad321596_61098d6ad9025f214234bd00_NewZealand.png,South Asia,1,true,130
Nicaragua,nicaragua,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b37,false,false,Sun Jan 29 2023 01:12:28 GMT+0000 (Coordinated Universal Time),Sun Jan 29 2023 01:12:28 GMT+0000 (Coordinated Universal Time),Sun Sep 17 2023 17:07:36 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/605a0d7759eef00cf6446742/63d5c7fc6a124b03ad5168f4_61098d45eabfa644f8083867_Nicaragua.png,,,false,131
Niger,niger,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b39,false,false,Sun Jan 29 2023 01:12:29 GMT+0000 (Coordinated Universal Time),Sun Jan 29 2023 01:12:29 GMT+0000 (Coordinated Universal Time),Sun Sep 17 2023 17:07:36 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/605a0d7759eef00cf6446742/63d5c7fd61dbe7365d7f70d4_61098d624ac763c5747cdba4_Niger.png,,,false,132
Nigeria,nigeria,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b3a,false,false,Sun Jan 29 2023 01:12:29 GMT+0000 (Coordinated Universal Time),Sat Nov 22 2025 23:08:45 GMT+0000 (Coordinated Universal Time),Thu Dec 04 2025 08:00:52 GMT+0000 (Coordinated Universal Time),ナイジェリア,https://cdn.prod.website-files.com/605a0d7759eef00cf6446742/63d5c7fd026df8664c199329_61098ad4bc36a21b5980f1b5_Nigeria.png,Africa,6,true,133
Northern Ireland,northern-ireland,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b3b,false,false,Sun Jan 29 2023 01:12:29 GMT+0000 (Coordinated Universal Time),Sun Jan 29 2023 01:12:29 GMT+0000 (Coordinated Universal Time),Sun Sep 17 2023 17:07:36 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/605a0d7759eef00cf6446742/63d5c7fd103cc075ce355ef3_61098d5f5bad7fa4aa132d22_NorthernIreland.png,,,false,134
Norway,norway,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b3c,false,false,Sun Jan 29 2023 01:12:29 GMT+0000 (Coordinated Universal Time),Sun Jan 29 2023 01:12:29 GMT+0000 (Coordinated Universal Time),Sun Sep 17 2023 17:07:36 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/605a0d7759eef00cf6446742/63d5c7fd050b76bd88ab2b19_61098d5987eca663a32d4721_Norway.png,,,false,135
Oman,oman,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b40,false,false,Sun Jan 29 2023 01:12:29 GMT+0000 (Coordinated Universal Time),Sun Jan 29 2023 01:16:49 GMT+0000 (Coordinated Universal Time),Sun Sep 17 2023 17:07:36 GMT+0000 (Coordinated Universal Time),オマーン,https://uploads-ssl.webflow.com/605a0d7759eef00cf6446742/63d5c7fd3933d16ef170367e_61098adcfb2f747d9a46a5bc_Oman.png,West Asia,1,true,137
Pakistan,pakistan,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b3d,false,false,Sun Jan 29 2023 01:12:29 GMT+0000 (Coordinated Universal Time),Wed Mar 26 2025 11:36:22 GMT+0000 (Coordinated Universal Time),Wed Mar 26 2025 11:36:22 GMT+0000 (Coordinated Universal Time),パキスタン,https://cdn.prod.website-files.com/605a0d7759eef00cf6446742/63d5c7fd84ce7a543a028730_61098d491d9c515c806973ff_Pakistan.png,South Asia,4,true,138
Palau,palau,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b3f,false,false,Sun Jan 29 2023 01:12:29 GMT+0000 (Coordinated Universal Time),Sun Jan 29 2023 01:12:29 GMT+0000 (Coordinated Universal Time),Sun Sep 17 2023 17:07:36 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/605a0d7759eef00cf6446742/63d5c7fd3dc29b2f52a63049_61098d6501f2356e0e7f99b1_Palau.png,,,false,139
Panama,panama,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b3e,false,false,Sun Jan 29 2023 01:12:29 GMT+0000 (Coordinated Universal Time),Sun Jan 29 2023 01:12:29 GMT+0000 (Coordinated Universal Time),Sun Sep 17 2023 17:07:36 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/605a0d7759eef00cf6446742/63d5c7fd4561186c4f707620_61098d6715a1a4c8f320daa1_Panama.png,,,false,140
Papua New Guinea,papua-new-guinea,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b41,false,false,Sun Jan 29 2023 01:12:30 GMT+0000 (Coordinated Universal Time),Thu Jul 04 2024 09:03:18 GMT+0000 (Coordinated Universal Time),Thu Jul 04 2024 09:03:24 GMT+0000 (Coordinated Universal Time),パプアニューギニア,https://uploads-ssl.webflow.com/605a0d7759eef00cf6446742/63d5c7fd3dc29b1b0ea6304c_61098d567fb00fe1995c6538_PapuaNewGuinea.png,South Asia,1,true,141
Paraguay,paraguay,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b42,false,false,Sun Jan 29 2023 01:12:30 GMT+0000 (Coordinated Universal Time),Sun Jan 29 2023 01:12:30 GMT+0000 (Coordinated Universal Time),Sun Sep 17 2023 17:07:36 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/605a0d7759eef00cf6446742/63d5c7fe3dc29bb215a63050_61098d69f7e0f82e2021584b_Paraguay.png,,,false,142
Peru,peru,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b43,false,false,Sun Jan 29 2023 01:12:30 GMT+0000 (Coordinated Universal Time),Fri Aug 23 2024 10:20:31 GMT+0000 (Coordinated Universal Time),Fri Aug 23 2024 10:21:55 GMT+0000 (Coordinated Universal Time),ペルー,https://uploads-ssl.webflow.com/605a0d7759eef00cf6446742/63d5c7fe84ce7a9b95028733_61098d4736cc7d7df399fefa_Peru.png,Europe,1,true,143
Philippines,philippines,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b44,false,false,Sun Jan 29 2023 01:12:30 GMT+0000 (Coordinated Universal Time),Sat Nov 22 2025 23:05:55 GMT+0000 (Coordinated Universal Time),Thu Dec 04 2025 08:00:52 GMT+0000 (Coordinated Universal Time),フィリピン,https://cdn.prod.website-files.com/605a0d7759eef00cf6446742/63d5c7fe61dbe75c7f7f70d7_61098d44a38b9fa1f4715a50_Philippines.png,South East Asia,26,true,144
Poland,poland,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b45,false,false,Sun Jan 29 2023 01:12:30 GMT+0000 (Coordinated Universal Time),Sun Jan 29 2023 01:12:30 GMT+0000 (Coordinated Universal Time),Sun Sep 17 2023 17:07:36 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/605a0d7759eef00cf6446742/63d5c7fe3dcdc29ebd372d06_61098d67ba1bc70611f14787_Poland.png,,,false,145
Portugal,portugal,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b46,false,false,Sun Jan 29 2023 01:12:30 GMT+0000 (Coordinated Universal Time),Tue May 20 2025 18:26:48 GMT+0000 (Coordinated Universal Time),Tue May 20 2025 18:26:48 GMT+0000 (Coordinated Universal Time),ポルトガル,https://cdn.prod.website-files.com/605a0d7759eef00cf6446742/63d5c7feaac0beb7fc34fb22_61098d653244ec9e0252f7a6_Portugal.png,Europe,4,true,146
